과목명,교수,전공,학년,학수번호,강의실,요일,강의시간
모빌리티와인간의삶," 김주영, 김태희, 신인섭, 이진형", 전체,9,BKSA64308,종강201,월,13-16
자원봉사의이해와실습, 송지호, 전체,9,BKSA64310,종강204,월,13-16
자원봉사의이해와실습, 이예슬, 전체,9,BKSA64310,종강204,화,09-12
일과미래설계, 박수미, 전체,9,BKSA65238,생151,금,05-08
ESG와시민의행동, 송지호, 전체,9,BKSA65240,종강204,월,09-12
ESG와시민의행동, 이예슬, 전체,9,BKSA65240,종강204,화,13-16
심미적사회와혐오의문화, 박신현, 전체,9,BKSA65247,종강210,월,09-12
팬데믹이후의공공철학, 강황선, 전체,9,BKSA65248,상허관303,화,13-16
ESG와환경기술, 홍기호, 전체,9,BKSA65249,산학322,화,13-16
인간발달과행복심리학, 이승진, 전체,9,BKSA65252,종강203,수,13-16
동아시아를관통하는문화콘텐츠, 이영섭, 전체,9,BKSA65253,산학322,목,05-08
캐릭터의문화사, 김경리, 전체,9,BKSA65254,산학214,목,13-16
인공지능과법, 이상용, 전체,9,BKSA65258,산학214,수,13-16
인간과반려동물의행복한공존," 한진수, 박희준, 이은희", 전체,9,BKSA65260,종강202,금,09-12
하모니인건국," 유승공, 권동현", 전체,9,BKSA65262,산학322,월,13-16
THE FOUNDATION OF BIG DATA ANALYSIS USING CHATGPT, 김종민, 전체,9,BKSA66021,종강202,월,09-12
COLD WAR HISTORY OF THE KOREAN PENINSULA , 도지인, 전체,9,BKSA66022,종강203,금,09-12
UNDERSTANDING KOREAN SOCIETY, 이관후, 전체,9,BKSA66023,종강202,월,05-08
PERCEPTIONS AND REALITIES OF DEVELOPING COUNTRIES, 이혜진, 전체,9,BKSA66024,종강203,수,09-12
세계와맞닥뜨린한국의근대, 손염홍, 전체,9,BKSA66029,산학223,월,09-12
니체:정신적귀족의양성을위한학교, 양대종, 전체,9,BKSA66030,종강209,목,05-08
대학생을위한금융상품의이해, 윤병조, 전체,9,BKSA66031,종강208,수,09-12
"연극하기,희곡보기", 홍재범, 전체,9,BKSA66033,종강203,금,13-18
양극화에도전하는시민, 이관후, 전체,9,BKSA66035,종강202,수,09-12
탄소중립과에너지법, 정연덕, 전체,9,BKSA66036,산학222,화,05-08
동양의지혜, 서세영, 전체,9,BKSA11026,종강204,월,05-08
인구의정치학, 이현출, 전체,9,BKSA59399,상허관320,화,13-16
레오나르도다빈치따라잡기, 정연덕, 전체,9,BKSA65255,산학222,목,05-08
문학으로읽는인권, 이계수, 전체,9,BKSA65256,종강113,화,13-16
기술창업:제조업, 방혜민, 전체,9,BKSA63114,산학221,화,13-18
환경과기업, 임은정, 전체,9,BKSA65239,산학214,수,09-12
글로벌시대삶과다양성가치, 박수미, 전체,9,BKSA65243,종강201,금,13-16
사회적재난의인문학적이해," 박민철, 김종곤", 전체,9,BKSA65246,종강202,수,05-08
선거와여론, 박찬현, 전체,9,BKSA60438,산학215,화,05-08
지리와이슈," 허인혜, 정원욱", 전체,9,BKSA63037,종강201,화,09-12
현대사회와정치, 권행완, 전체,9,BKSA63045,산학223,수,01-04
식생활과건강, 신재형, 전체,9,BKSA11166,종강210,수,13-16
현대인의다이어트, 황든솔," 신산업융합학과, K뷰티산업융합학과",9,BKSA11411,종강202,목,22-23
공업미생물학1및실험, 김형주, 생물공학과,2,BBKA05809,신공614,화,12-15
공업미생물학1및실험, 김형주, 생물공학과,2,BBKA05809,공B551,목,09-12
공업미생물학1및실험, 김형주, 생물공학과,2,BBKA05809,신공614,수,12-15
공업미생물학1및실험, 김형주, 생물공학과,2,BBKA05809,공B551,목,09-12
공업생화학1및실험, 이상현, 생물공학과,2,BBKA59075,공B555,월,09-12
공업생화학1및실험, 이상현, 생물공학과,2,BBKA59075,신공613,금,03-06
공업생화학1및실험, 이상현, 생물공학과,2,BBKA59075,공B555,월,09-12
공업생화학1및실험, 이상현, 생물공학과,2,BBKA59075,신공613,수,03-06
미생물대사공학, 박원근, 생물공학과,3,BBKA59076,공A402,월,04-06
미생물대사공학, 박원근, 생물공학과,3,BBKA59076,공A402,수,15-17
전기전자기초실험1, 유승수," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공1113,월,13-19
전기전자기초실험1, 유승수," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공1113,화,13-19
전기전자기초실험1, 유승수," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공1113,수,13-19
전기전자기초실험1, 유승수," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공1113,목,13-19
전기전자기초실험1, 유승수," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공1113,금,13-19
전기전자기초실험1, 주학림," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공507,월,13-19
전기전자기초실험1, 주학림," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공507,화,13-19
전기전자기초실험1, 주학림," 전기공학과, 전자공, 전기전자공학부",2,BBPA59389,신공507,수,13-19
전기전자기초설계및소프트웨어실습," 조용범, 장서진, 유위"," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,신공1017,월,13-19
전기전자기초설계및소프트웨어실습," 조용범, 유위, 장서진"," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,신공1017,화,13-19
전기전자기초설계및소프트웨어실습," 조용범, 유위, 장서진"," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,신공1017,수,13-19
전기전자기초설계및소프트웨어실습," 조용범, 유위, 장서진"," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,신공1017,목,13-19
전기전자기초설계및소프트웨어실습," 조용범, 장서진, 유위"," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,신공1017,금,13-19
전기전자기초설계및소프트웨어실습, 김종우," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,새302,수,13-19
전기전자기초설계및소프트웨어실습," 이도홍, 김종우"," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,공B371,월,13-19
전기전자기초설계및소프트웨어실습, 미배정," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,공B371,화,13-19
전기전자기초설계및소프트웨어실습, 미배정," 전기공학과, 전자공, 전기전자공학부",3,BBPA62235,공B371,목,13-19
전기전자종합설계및소프트웨어실습," 김현우, 지규인, 박기찬"," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,공C192,수,13-19
전기전자종합설계및소프트웨어실습," 양종렬, 구현철, 이기승"," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,신공1203,목,13-19
전기전자종합설계및소프트웨어실습," 채형일, 박성정"," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,공C192,화,13-19
전기전자종합설계및소프트웨어실습," 김진태, 김준태"," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,공C192,월,13-19
전기전자종합설계및소프트웨어실습," 김원준, 조용범"," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,신공1203,월,13-19
전기전자종합설계및소프트웨어실습, 안형근," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,신공104,수,13-19
전기전자종합설계및소프트웨어실습, 박종배," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,공C486,화,10-17
전기전자종합설계및소프트웨어실습, 조영훈," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,공B366,화,13-19
전기전자종합설계및소프트웨어실습, 미배정," 전기공학과, 전자공, 전기전자공학부",4,BBPA62237,공B366,목,13-19
열역학, 이병욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06353,공B566,화,13-15
열역학, 이병욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06353,공B566,목,13-15
열역학, 김성진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06353,공B360,월,10-12
열역학, 김성진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06353,공B360,수,10-12
재료역학, 구남서," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B460,월,04-06
재료역학, 구남서," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B460,수,04-06
재료역학, 김동규," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B554,월,04-06
재료역학, 김동규," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B554,수,04-06
재료역학, 추프랑솨," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B170,월,04-06
재료역학, 추프랑솨," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B170,수,04-06
재료역학, 김동규," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B552,월,10-12
재료역학, 김동규," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB06370,공B552,수,10-12
THERMODYNAMICS, 박수한," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB65297,공B554,월,10-12
THERMODYNAMICS, 박수한," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB65297,공B554,수,10-12
THERMODYNAMICS, 강상훈," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB65297,공D234,화,10-12
THERMODYNAMICS, 강상훈," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB65297,공D234,목,10-12
실용일본어회화, 나가시마 노리코, 일어교육과,4,BHBA09633,사217,수,04-06
실용일본어회화, 나가시마 노리코, 일어교육과,4,BHBA09633,사217,목,15-17
실용일본어강독, 최정민, 일어교육과,3,BHBA50969,사113,월,03-06
실용일본어강독, 최정민, 일어교육과,3,BHBA50969,사217,목,13-14
복소해석학1, 김영주, 수학교육과,2,BHCA09754,사301-1,수,10-12
복소해석학1, 김영주, 수학교육과,2,BHCA09754,사218,목,10-12
위상수학1, 문명호, 수학교육과,3,BHCA09786,사216,월,04-06
위상수학1, 문명호, 수학교육과,3,BHCA09786,사216,화,04-06
해석학1, 문명호, 수학교육과,2,BHCA09804,사218,화,11-14
해석학1, 문명호, 수학교육과,2,BHCA09804,사216,수,13-16
현대대수학, 김석진, 수학교육과,3,BHCA09809,사218,화,01-03
현대대수학, 김석진, 수학교육과,3,BHCA09809,사218,목,04-06
수학교육론, 송정화, 수학교육과,2,BHCA19590,사201,금,09-14
수학논리및논술, 홍진곤, 수학교육과,4,BHCA48009,사218,월,10-12
수학논리및논술, 홍진곤, 수학교육과,4,BHCA48009,사218,수,03-05
스포츠사회학, 최영래, 체육교육과,3,BHDA09881,체육관114,월,13-16
스포츠사회학, 최영래, 체육교육과,3,BHDA09881,체육관117,목,01-02
스포츠사회학, 최영래, 체육교육과,3,BHDA09881,체육관116,월,03-08
운동생리학," 김원중, 진승모", 체육교육과,3,BHDA09901,체육관117,월,03-06
운동생리학," 김원중, 진승모", 체육교육과,3,BHDA09901,체육관117,목,15-18
운동생리학," 김원중, 진승모", 체육교육과,3,BHDA09901,체육관114,목,03-06
운동생리학," 김원중, 진승모", 체육교육과,3,BHDA09901,체육관117,금,15-18
운동학습및심리, 권택용, 체육교육과,2,BHDA33222,체육관117,화,13-16
운동학습및심리, 권택용, 체육교육과,2,BHDA33222,체육관117,목,05-06
운동학습및심리, 권택용, 체육교육과,2,BHDA33222,체육관117,월,13-18
체육교육론, 박경석, 체육교육과,2,BHDA47957,체육관117,화,05-08
체육교육론, 박경석, 체육교육과,2,BHDA47957,체육관117,금,11-12
체육교육론, 박경석, 체육교육과,2,BHDA47957,체육관116,화,13-18
수영지도법, 권택용, 체육교육과,1,BHDA53336,체육관202,목,09-12
수영지도법," 권택용, 임유환", 체육교육과,1,BHDA53336,체육관202,목,13-16
육상경기지도법, 서민석, 체육교육과,2,BHDA53350,체육관206,목,13-16
육상경기지도법, 서민석, 체육교육과,2,BHDA53350,체육관206,목,01-04
기계체조지도법, 임경묵, 체육교육과,2,BHDA53352,체육관206,금,01-04
기계체조지도법, 임경묵, 체육교육과,2,BHDA53352,체육관206,화,05-08
국악개론1, 김명옥, 음악교육과,3,BHEA10018,사225,수,11-14
멀티미디어음악교육론, 최은식, 음악교육과,3,BHEA10035,사301,화,03-06
전공실기1, 미배정, 음악교육과,1,BHEA10131,사314,월,19(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사314,월,20(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사314,월,21(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사314,월,22(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사316,월,19(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사316,월,20(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사316,월,21(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사316,월,22(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사317,월,19(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사317,월,20(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사317,월,21(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사317,월,22(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사318,월,19(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사318,월,20(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사318,월,21(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사318,월,22(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사324,월,19(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사324,월,20(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사324,월,21(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사324,월,22(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사325,월,19(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사325,월,20(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사325,월,21(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사325,월,22(사3
전공실기1, 미배정, 음악교육과,1,BHEA10131,사305,월,19(사3
전공실기3, 김예슬, 음악교육과,2,BHEA10133,사314,화,19(사3
전공실기3, 이수민, 음악교육과,2,BHEA10133,사314,화,21(사3
전공실기3, 이효진, 음악교육과,2,BHEA10133,사314,화,22(사3
전공실기3, 문상원, 음악교육과,2,BHEA10133,사314,화,20(사3
전공실기3, 안선영, 음악교육과,2,BHEA10133,사316,화,19(사3
전공실기3, 오진현, 음악교육과,2,BHEA10133,사316,화,20(사3
전공실기3, 황소진, 음악교육과,2,BHEA10133,사316,화,21(사3
전공실기3, 한지희, 음악교육과,2,BHEA10133,사316,화,22(사3
전공실기3, 노지영, 음악교육과,2,BHEA10133,사317,화,19(사3
전공실기3, 양성원, 음악교육과,2,BHEA10133,사317,화,20(사3
전공실기3, 박선휘, 음악교육과,2,BHEA10133,사317,화,21(사3
전공실기3, 문상원, 음악교육과,2,BHEA10133,사317,화,22(사3
전공실기3, 김재미, 음악교육과,2,BHEA10133,사304,화,19(사3
전공실기3, 김재미, 음악교육과,2,BHEA10133,사304,화,20(사3
전공실기3, 유승공, 음악교육과,2,BHEA10133,사305,화,19(사3
전공실기3, 유승공, 음악교육과,2,BHEA10133,사305,화,20(사3
전공실기3, 유효정, 음악교육과,2,BHEA10133,사318,화,19(사3
전공실기3, 유효정, 음악교육과,2,BHEA10133,사318,화,20(사3
전공실기5, 한지희, 음악교육과,3,BHEA10136,사314,수,19(사3
전공실기5, 오진현, 음악교육과,3,BHEA10136,사314,수,20(사3
전공실기5, 양성원, 음악교육과,3,BHEA10136,사314,수,21(사3
전공실기5, 최재원, 음악교육과,3,BHEA10136,사314,수,22(사3
전공실기5, 박주경, 음악교육과,3,BHEA10136,사316,수,19(사3
전공실기5, 윤성원, 음악교육과,3,BHEA10136,사308,수,21(사3
전공실기5, 박주경, 음악교육과,3,BHEA10136,사316,수,21(사3
전공실기5, 윤성원, 음악교육과,3,BHEA10136,사308,수,20(사3
전공실기5, 황소진, 음악교육과,3,BHEA10136,사317,수,19(사3
전공실기5, 이수민, 음악교육과,3,BHEA10136,사317,수,20(사3
전공실기5, 오진현, 음악교육과,3,BHEA10136,사317,수,21(사3
전공실기5, 유승공, 음악교육과,3,BHEA10136,사305,수,19(사3
전공실기5, 유승공, 음악교육과,3,BHEA10136,사305,수,20(사3
전공실기5, 윤성원, 음악교육과,3,BHEA10136,사308,수,19(사3
전공실기7, 박선휘, 음악교육과,4,BHEA10140,사314,목,19(사3
전공실기7, 안선영, 음악교육과,4,BHEA10140,사314,목,20(사3
전공실기7, 이효진, 음악교육과,4,BHEA10140,사314,목,21(사3
전공실기7, 김예슬, 음악교육과,4,BHEA10140,사314,목,22(사3
전공실기7, 황소진, 음악교육과,4,BHEA10140,사316,목,19(사3
